"cnty_fips","display_name","Value","theme_range"
48373,"""Polk, (TX)""",685.5,"541.3 - 1028.0 (641)"
48377,"""Presidio, (TX)""",293.8,"93.8 - 378.0 (645)"
48383,"""Reagan, (TX)""",468.7,"427.3 - 473.8 (643)"
48385,"""Real, (TX)""",463.7,"427.3 - 473.8 (643)"
48389,"""Reeves, (TX)""",463.9,"427.3 - 473.8 (643)"
48391,"""Refugio, (TX)""",460.1,"427.3 - 473.8 (643)"
48395,"""Robertson, (TX)""",552.6,"541.3 - 1028.0 (641)"
48399,"""Runnels, (TX)""",472.9,"427.3 - 473.8 (643)"
48403,"""Sabine, (TX)""",583,"541.3 - 1028.0 (641)"
48405,"""San Augustine, (TX)""",511.5,"473.9 - 541.2 (647)"
48407,"""San Jacinto, (TX)""",494.3,"473.9 - 541.2 (647)"
48409,"""San Patricio, (TX)""",464.4,"427.3 - 473.8 (643)"
48411,"""San Saba, (TX)""",427.5,"427.3 - 473.8 (643)"
48413,"""Schleicher, (TX)""",452.1,"427.3 - 473.8 (643)"
48419,"""Shelby, (TX)""",518,"473.9 - 541.2 (647)"
48427,"""Starr, (TX)""",377.2,"93.8 - 378.0 (645)"
48431,"""Sterling, (TX)""",569.6,"541.3 - 1028.0 (641)"
48435,"""Sutton, (TX)""",437.2,"427.3 - 473.8 (643)"
48443,"""Terrell, (TX)""",394.6,"378.1 - 427.2 (645)"
48451,"""Tom Green, (TX)""",432.2,"427.3 - 473.8 (643)"
48453,"""Travis, (TX)""",319.7,"93.8 - 378.0 (645)"
48455,"""Trinity, (TX)""",627.1,"541.3 - 1028.0 (641)"
48457,"""Tyler, (TX)""",597.2,"541.3 - 1028.0 (641)"
48461,"""Upton, (TX)""",496.6,"473.9 - 541.2 (647)"
48463,"""Uvalde, (TX)""",432,"427.3 - 473.8 (643)"
48465,"""Val Verde, (TX)""",454.6,"427.3 - 473.8 (643)"
48469,"""Victoria, (TX)""",445.9,"427.3 - 473.8 (643)"
48471,"""Walker, (TX)""",438.6,"427.3 - 473.8 (643)"
48473,"""Waller, (TX)""",436.6,"427.3 - 473.8 (643)"
48475,"""Ward, (TX)""",535.2,"473.9 - 541.2 (647)"
48477,"""Washington, (TX)""",356.2,"93.8 - 378.0 (645)"
48479,"""Webb, (TX)""",379.9,"378.1 - 427.2 (645)"
48481,"""Wharton, (TX)""",518.2,"473.9 - 541.2 (647)"
48489,"""Willacy, (TX)""",378.4,"378.1 - 427.2 (645)"
48491,"""Williamson, (TX)""",328.5,"93.8 - 378.0 (645)"
48493,"""Wilson, (TX)""",415.6,"378.1 - 427.2 (645)"
48495,"""Winkler, (TX)""",544.4,"541.3 - 1028.0 (641)"
48505,"""Zapata, (TX)""",383.6,"378.1 - 427.2 (645)"
48507,"""Zavala, (TX)""",541.2,"473.9 - 541.2 (647)"
05007,"""Benton, (AR)""",421.2,"378.1 - 427.2 (645)"
05033,"""Crawford, (AR)""",488,"473.9 - 541.2 (647)"
05047,"""Franklin, (AR)""",574,"541.3 - 1028.0 (641)"
05057,"""Hempstead, (AR)""",663.7,"541.3 - 1028.0 (641)"
05061,"""Howard, (AR)""",694.1,"541.3 - 1028.0 (641)"
05081,"""Little River, (AR)""",612.7,"541.3 - 1028.0 (641)"
05083,"""Logan, (AR)""",548.7,"541.3 - 1028.0 (641)"
05087,"""Madison, (AR)""",707.8,"541.3 - 1028.0 (641)"
05091,"""Miller, (AR)""",568.1,"541.3 - 1028.0 (641)"
05113,"""Polk, (AR)""",576.6,"541.3 - 1028.0 (641)"
05127,"""Scott, (AR)""",557.5,"541.3 - 1028.0 (641)"
05131,"""Sebastian, (AR)""",566.9,"541.3 - 1028.0 (641)"
05133,"""Sevier, (AR)""",542.8,"541.3 - 1028.0 (641)"
05143,"""Washington, (AR)""",674.9,"541.3 - 1028.0 (641)"
08001,"""Adams, (CO)""",363.2,"93.8 - 378.0 (645)"
08003,"""Alamosa, (CO)""",481.8,"473.9 - 541.2 (647)"
08005,"""Arapahoe, (CO)""",314.2,"93.8 - 378.0 (645)"
08009,"""Baca, (CO)""",429.5,"427.3 - 473.8 (643)"
08011,"""Bent, (CO)""",454.9,"427.3 - 473.8 (643)"
08013,"""Boulder, (CO)""",283.3,"93.8 - 378.0 (645)"
08014,"""Broomfield, (CO)""",273.8,"93.8 - 378.0 (645)"
08015,"""Chaffee, (CO)""",311.9,"93.8 - 378.0 (645)"
08017,"""Cheyenne, (CO)""",353,"93.8 - 378.0 (645)"
08019,"""Clear Creek, (CO)""",290.4,"93.8 - 378.0 (645)"
08021,"""Conejos, (CO)""",405,"378.1 - 427.2 (645)"
08023,"""Costilla, (CO)""",274.5,"93.8 - 378.0 (645)"
08025,"""Crowley, (CO)""",374.9,"93.8 - 378.0 (645)"
08027,"""Custer, (CO)""",326.5,"93.8 - 378.0 (645)"
08031,"""Denver, (CO)""",353.5,"93.8 - 378.0 (645)"
08035,"""Douglas, (CO)""",233.1,"93.8 - 378.0 (645)"
08037,"""Eagle, (CO)""",164.6,"93.8 - 378.0 (645)"
08039,"""Elbert, (CO)""",335.8,"93.8 - 378.0 (645)"
08041,"""El Paso, (CO)""",374.2,"93.8 - 378.0 (645)"
08043,"""Fremont, (CO)""",399.3,"378.1 - 427.2 (645)"
08047,"""Gilpin, (CO)""",315.7,"93.8 - 378.0 (645)"
08049,"""Grand, (CO)""",221.4,"93.8 - 378.0 (645)"
08055,"""Huerfano, (CO)""",375.8,"93.8 - 378.0 (645)"
08057,"""Jackson, (CO)""",301.6,"93.8 - 378.0 (645)"
08059,"""Jefferson, (CO)""",356.2,"93.8 - 378.0 (645)"
08061,"""Kiowa, (CO)""",448.4,"427.3 - 473.8 (643)"
08063,"""Kit Carson, (CO)""",340,"93.8 - 378.0 (645)"
08065,"""Lake, (CO)""",205.8,"93.8 - 378.0 (645)"
08069,"""Larimer, (CO)""",309.6,"93.8 - 378.0 (645)"
08071,"""Las Animas, (CO)""",394.8,"378.1 - 427.2 (645)"
08073,"""Lincoln, (CO)""",349.6,"93.8 - 378.0 (645)"
08075,"""Logan, (CO)""",364,"93.8 - 378.0 (645)"
08087,"""Morgan, (CO)""",354.9,"93.8 - 378.0 (645)"
08089,"""Otero, (CO)""",479.9,"473.9 - 541.2 (647)"
08093,"""Park, (CO)""",269.9,"93.8 - 378.0 (645)"
08095,"""Phillips, (CO)""",363.4,"93.8 - 378.0 (645)"
08099,"""Prowers, (CO)""",428.1,"427.3 - 473.8 (643)"
08101,"""Pueblo, (CO)""",336.7,"93.8 - 378.0 (645)"
08105,"""Rio Grande, (CO)""",396.9,"378.1 - 427.2 (645)"
08109,"""Saguache, (CO)""",330.1,"93.8 - 378.0 (645)"
08115,"""Sedgwick, (CO)""",379.3,"378.1 - 427.2 (645)"
08117,"""Summit, (CO)""",161.6,"93.8 - 378.0 (645)"
08119,"""Teller, (CO)""",319.4,"93.8 - 378.0 (645)"
08121,"""Washington, (CO)""",338.5,"93.8 - 378.0 (645)"
08123,"""Weld, (CO)""",336.4,"93.8 - 378.0 (645)"
08125,"""Yuma, (CO)""",370.2,"93.8 - 378.0 (645)"
19001,"""Adair, (IA)""",407.4,"378.1 - 427.2 (645)"
19003,"""Adams, (IA)""",484.7,"473.9 - 541.2 (647)"
19009,"""Audubon, (IA)""",400.9,"378.1 - 427.2 (645)"
19015,"""Boone, (IA)""",421.2,"378.1 - 427.2 (645)"
19021,"""Buena Vista, (IA)""",423.8,"378.1 - 427.2 (645)"
19025,"""Calhoun, (IA)""",452.7,"427.3 - 473.8 (643)"
19027,"""Carroll, (IA)""",405.3,"378.1 - 427.2 (645)"
19029,"""Cass, (IA)""",452.5,"427.3 - 473.8 (643)"
19035,"""Cherokee, (IA)""",389.1,"378.1 - 427.2 (645)"
19039,"""Clarke, (IA)""",471.5,"427.3 - 473.8 (643)"
19041,"""Clay, (IA)""",412.7,"378.1 - 427.2 (645)"
19047,"""Crawford, (IA)""",398.1,"378.1 - 427.2 (645)"
19049,"""Dallas, (IA)""",334.1,"93.8 - 378.0 (645)"
19053,"""Decatur, (IA)""",500,"473.9 - 541.2 (647)"
19059,"""Dickinson, (IA)""",412.6,"378.1 - 427.2 (645)"
19063,"""Emmet, (IA)""",392.1,"378.1 - 427.2 (645)"
19071,"""Fremont, (IA)""",384.5,"378.1 - 427.2 (645)"
19073,"""Greene, (IA)""",474.6,"473.9 - 541.2 (647)"
19077,"""Guthrie, (IA)""",385.2,"378.1 - 427.2 (645)"
19079,"""Hamilton, (IA)""",404.4,"378.1 - 427.2 (645)"
19081,"""Hancock, (IA)""",443.1,"427.3 - 473.8 (643)"
19085,"""Harrison, (IA)""",422.1,"378.1 - 427.2 (645)"
19091,"""Humboldt, (IA)""",475.8,"473.9 - 541.2 (647)"
19093,"""Ida, (IA)""",413,"378.1 - 427.2 (645)"
19109,"""Kossuth, (IA)""",430.6,"427.3 - 473.8 (643)"
19119,"""Lyon, (IA)""",360,"93.8 - 378.0 (645)"
19121,"""Madison, (IA)""",390.6,"378.1 - 427.2 (645)"
19129,"""Mills, (IA)""",324.8,"93.8 - 378.0 (645)"
19133,"""Monona, (IA)""",508.8,"473.9 - 541.2 (647)"
19137,"""Montgomery, (IA)""",476.1,"473.9 - 541.2 (647)"
19141,"""O'Brien, (IA)""",444.9,"427.3 - 473.8 (643)"
19143,"""Osceola, (IA)""",395.6,"378.1 - 427.2 (645)"
19145,"""Page, (IA)""",471.7,"427.3 - 473.8 (643)"
19147,"""Palo Alto, (IA)""",423.3,"378.1 - 427.2 (645)"
19149,"""Plymouth, (IA)""",318,"93.8 - 378.0 (645)"
19151,"""Pocahontas, (IA)""",494.7,"473.9 - 541.2 (647)"
19155,"""Pottawattamie, (IA)""",414.2,"378.1 - 427.2 (645)"
19159,"""Ringgold, (IA)""",489.5,"473.9 - 541.2 (647)"
19161,"""Sac, (IA)""",421.4,"378.1 - 427.2 (645)"
19165,"""Shelby, (IA)""",408.6,"378.1 - 427.2 (645)"
19167,"""Sioux, (IA)""",285.2,"93.8 - 378.0 (645)"
19173,"""Taylor, (IA)""",466.8,"427.3 - 473.8 (643)"
19175,"""Union, (IA)""",450.5,"427.3 - 473.8 (643)"
19187,"""Webster, (IA)""",522,"473.9 - 541.2 (647)"
19189,"""Winnebago, (IA)""",429.7,"427.3 - 473.8 (643)"
19193,"""Woodbury, (IA)""",383.4,"378.1 - 427.2 (645)"
19197,"""Wright, (IA)""",452.3,"427.3 - 473.8 (643)"
20001,"""Allen, (KS)""",485.8,"473.9 - 541.2 (647)"
20003,"""Anderson, (KS)""",480.4,"473.9 - 541.2 (647)"
20005,"""Atchison, (KS)""",440.8,"427.3 - 473.8 (643)"
20007,"""Barber, (KS)""",535.7,"473.9 - 541.2 (647)"
20009,"""Barton, (KS)""",436.7,"427.3 - 473.8 (643)"
20011,"""Bourbon, (KS)""",497.7,"473.9 - 541.2 (647)"
20013,"""Brown, (KS)""",524.2,"473.9 - 541.2 (647)"
20015,"""Butler, (KS)""",434.5,"427.3 - 473.8 (643)"
20017,"""Chase, (KS)""",455.7,"427.3 - 473.8 (643)"
20019,"""Chautauqua, (KS)""",553.1,"541.3 - 1028.0 (641)"
20021,"""Cherokee, (KS)""",599.1,"541.3 - 1028.0 (641)"
20023,"""Cheyenne, (KS)""",359.6,"93.8 - 378.0 (645)"
20025,"""Clark, (KS)""",435,"427.3 - 473.8 (643)"
20027,"""Clay, (KS)""",383.3,"378.1 - 427.2 (645)"
20029,"""Cloud, (KS)""",486.5,"473.9 - 541.2 (647)"
20031,"""Coffey, (KS)""",485.5,"473.9 - 541.2 (647)"
20033,"""Comanche, (KS)""",465.2,"427.3 - 473.8 (643)"
20035,"""Cowley, (KS)""",451,"427.3 - 473.8 (643)"
20037,"""Crawford, (KS)""",516.4,"473.9 - 541.2 (647)"
20039,"""Decatur, (KS)""",375.2,"93.8 - 378.0 (645)"
20041,"""Dickinson, (KS)""",444.7,"427.3 - 473.8 (643)"
20043,"""Doniphan, (KS)""",460.6,"427.3 - 473.8 (643)"
20045,"""Douglas, (KS)""",391.9,"378.1 - 427.2 (645)"
20047,"""Edwards, (KS)""",417.7,"378.1 - 427.2 (645)"
20049,"""Elk, (KS)""",531.2,"473.9 - 541.2 (647)"
20051,"""Ellis, (KS)""",404,"378.1 - 427.2 (645)"
20053,"""Ellsworth, (KS)""",472.3,"427.3 - 473.8 (643)"
20055,"""Finney, (KS)""",316.8,"93.8 - 378.0 (645)"
20057,"""Ford, (KS)""",412.4,"378.1 - 427.2 (645)"
20059,"""Franklin, (KS)""",472.8,"427.3 - 473.8 (643)"
20061,"""Geary, (KS)""",558.7,"541.3 - 1028.0 (641)"
20063,"""Gove, (KS)""",353.1,"93.8 - 378.0 (645)"
20065,"""Graham, (KS)""",410.6,"378.1 - 427.2 (645)"
20067,"""Grant, (KS)""",413,"378.1 - 427.2 (645)"
20069,"""Gray, (KS)""",361.7,"93.8 - 378.0 (645)"
20071,"""Greeley, (KS)""",405.6,"378.1 - 427.2 (645)"
20073,"""Greenwood, (KS)""",467.1,"427.3 - 473.8 (643)"
20075,"""Hamilton, (KS)""",419.9,"378.1 - 427.2 (645)"
20077,"""Harper, (KS)""",418.2,"378.1 - 427.2 (645)"
20079,"""Harvey, (KS)""",415,"378.1 - 427.2 (645)"
20081,"""Haskell, (KS)""",379.1,"378.1 - 427.2 (645)"
20083,"""Hodgeman, (KS)""",394.5,"378.1 - 427.2 (645)"
20085,"""Jackson, (KS)""",486.1,"473.9 - 541.2 (647)"
20087,"""Jefferson, (KS)""",409.5,"378.1 - 427.2 (645)"
20089,"""Jewell, (KS)""",385.8,"378.1 - 427.2 (645)"
20091,"""Johnson, (KS)""",376.6,"93.8 - 378.0 (645)"
20093,"""Kearny, (KS)""",310.3,"93.8 - 378.0 (645)"
20095,"""Kingman, (KS)""",605.7,"541.3 - 1028.0 (641)"
20097,"""Kiowa, (KS)""",426.1,"378.1 - 427.2 (645)"
20099,"""Labette, (KS)""",565.8,"541.3 - 1028.0 (641)"
20101,"""Lane, (KS)""",314.9,"93.8 - 378.0 (645)"
20103,"""Leavenworth, (KS)""",439.8,"427.3 - 473.8 (643)"
20105,"""Lincoln, (KS)""",406,"378.1 - 427.2 (645)"
20107,"""Linn, (KS)""",469.4,"427.3 - 473.8 (643)"
20109,"""Logan, (KS)""",349.6,"93.8 - 378.0 (645)"
20111,"""Lyon, (KS)""",452.7,"427.3 - 473.8 (643)"
20113,"""McPherson, (KS)""",395,"378.1 - 427.2 (645)"
20115,"""Marion, (KS)""",421.8,"378.1 - 427.2 (645)"
20117,"""Marshall, (KS)""",376.3,"93.8 - 378.0 (645)"
20119,"""Meade, (KS)""",434.4,"427.3 - 473.8 (643)"
20121,"""Miami, (KS)""",411.5,"378.1 - 427.2 (645)"
20123,"""Mitchell, (KS)""",446.4,"427.3 - 473.8 (643)"
20125,"""Montgomery, (KS)""",633.4,"541.3 - 1028.0 (641)"
20127,"""Morris, (KS)""",464.2,"427.3 - 473.8 (643)"
20129,"""Morton, (KS)""",529.3,"473.9 - 541.2 (647)"
20131,"""Nemaha, (KS)""",378,"93.8 - 378.0 (645)"
20133,"""Neosho, (KS)""",500.5,"473.9 - 541.2 (647)"
20135,"""Ness, (KS)""",372.1,"93.8 - 378.0 (645)"
20137,"""Norton, (KS)""",388.3,"378.1 - 427.2 (645)"
20139,"""Osage, (KS)""",441.2,"427.3 - 473.8 (643)"
20141,"""Osborne, (KS)""",406.9,"378.1 - 427.2 (645)"
20143,"""Ottawa, (KS)""",420.6,"378.1 - 427.2 (645)"
20145,"""Pawnee, (KS)""",466.8,"427.3 - 473.8 (643)"
20147,"""Phillips, (KS)""",407.4,"378.1 - 427.2 (645)"
20149,"""Pottawatomie, (KS)""",388,"378.1 - 427.2 (645)"
20151,"""Pratt, (KS)""",419.4,"378.1 - 427.2 (645)"
20153,"""Rawlins, (KS)""",393.8,"378.1 - 427.2 (645)"
20155,"""Reno, (KS)""",386.1,"378.1 - 427.2 (645)"
20157,"""Republic, (KS)""",394,"378.1 - 427.2 (645)"
20159,"""Rice, (KS)""",468.7,"427.3 - 473.8 (643)"
20161,"""Riley, (KS)""",383.3,"378.1 - 427.2 (645)"
20163,"""Rooks, (KS)""",433.9,"427.3 - 473.8 (643)"
20165,"""Rush, (KS)""",493.9,"473.9 - 541.2 (647)"
20167,"""Russell, (KS)""",439.6,"427.3 - 473.8 (643)"
20169,"""Saline, (KS)""",395.1,"378.1 - 427.2 (645)"
20171,"""Scott, (KS)""",312.7,"93.8 - 378.0 (645)"
20173,"""Sedgwick, (KS)""",417.6,"378.1 - 427.2 (645)"
20175,"""Seward, (KS)""",447.8,"427.3 - 473.8 (643)"
20177,"""Shawnee, (KS)""",413.5,"378.1 - 427.2 (645)"
20179,"""Sheridan, (KS)""",351.2,"93.8 - 378.0 (645)"
20181,"""Sherman, (KS)""",360.2,"93.8 - 378.0 (645)"
20183,"""Smith, (KS)""",423.1,"378.1 - 427.2 (645)"
20185,"""Stafford, (KS)""",395.2,"378.1 - 427.2 (645)"
20187,"""Stanton, (KS)""",404.8,"378.1 - 427.2 (645)"
20189,"""Stevens, (KS)""",349.4,"93.8 - 378.0 (645)"
20191,"""Sumner, (KS)""",429,"427.3 - 473.8 (643)"
20193,"""Thomas, (KS)""",356.5,"93.8 - 378.0 (645)"
20195,"""Trego, (KS)""",474.6,"473.9 - 541.2 (647)"
20197,"""Wabaunsee, (KS)""",398.5,"378.1 - 427.2 (645)"
20199,"""Wallace, (KS)""",362.7,"93.8 - 378.0 (645)"
20201,"""Washington, (KS)""",403.9,"378.1 - 427.2 (645)"
20203,"""Wichita, (KS)""",348.5,"93.8 - 378.0 (645)"
20205,"""Wilson, (KS)""",531.8,"473.9 - 541.2 (647)"
20207,"""Woodson, (KS)""",489.8,"473.9 - 541.2 (647)"
20209,"""Wyandotte, (KS)""",486.3,"473.9 - 541.2 (647)"
22017,"""Caddo, (LA)""",478.3,"473.9 - 541.2 (647)"
27013,"""Blue Earth, (MN)""",348.9,"93.8 - 378.0 (645)"
27015,"""Brown, (MN)""",316.4,"93.8 - 378.0 (645)"
27033,"""Cottonwood, (MN)""",397.4,"378.1 - 427.2 (645)"
27043,"""Faribault, (MN)""",417.3,"378.1 - 427.2 (645)"
27063,"""Jackson, (MN)""",393.1,"378.1 - 427.2 (645)"
27079,"""Le Sueur, (MN)""",338,"93.8 - 378.0 (645)"
27081,"""Lincoln, (MN)""",382.2,"378.1 - 427.2 (645)"
27083,"""Lyon, (MN)""",326.3,"93.8 - 378.0 (645)"
27091,"""Martin, (MN)""",370,"93.8 - 378.0 (645)"
27101,"""Murray, (MN)""",376.4,"93.8 - 378.0 (645)"
27103,"""Nicollet, (MN)""",330.2,"93.8 - 378.0 (645)"
27105,"""Nobles, (MN)""",387.9,"378.1 - 427.2 (645)"
27117,"""Pipestone, (MN)""",398.9,"378.1 - 427.2 (645)"
27127,"""Redwood, (MN)""",380.9,"378.1 - 427.2 (645)"
27133,"""Rock, (MN)""",403.7,"378.1 - 427.2 (645)"
27143,"""Sibley, (MN)""",311.5,"93.8 - 378.0 (645)"
27165,"""Watonwan, (MN)""",364.7,"93.8 - 378.0 (645)"
29003,"""Andrew, (MO)""",426.9,"378.1 - 427.2 (645)"
29005,"""Atchison, (MO)""",420.5,"378.1 - 427.2 (645)"
29009,"""Barry, (MO)""",556.5,"541.3 - 1028.0 (641)"
29011,"""Barton, (MO)""",528.1,"473.9 - 541.2 (647)"
29013,"""Bates, (MO)""",528.3,"473.9 - 541.2 (647)"
29021,"""Buchanan, (MO)""",487,"473.9 - 541.2 (647)"
29025,"""Caldwell, (MO)""",442.7,"427.3 - 473.8 (643)"
29037,"""Cass, (MO)""",408.3,"378.1 - 427.2 (645)"
29039,"""Cedar, (MO)""",529.9,"473.9 - 541.2 (647)"
29047,"""Clay, (MO)""",382.5,"378.1 - 427.2 (645)"
29049,"""Clinton, (MO)""",520.7,"473.9 - 541.2 (647)"
29057,"""Dade, (MO)""",512.3,"473.9 - 541.2 (647)"
29061,"""Daviess, (MO)""",502.8,"473.9 - 541.2 (647)"
29063,"""DeKalb, (MO)""",466.4,"427.3 - 473.8 (643)"
29075,"""Gentry, (MO)""",457.9,"427.3 - 473.8 (643)"
29081,"""Harrison, (MO)""",498.7,"473.9 - 541.2 (647)"
29083,"""Henry, (MO)""",592.9,"541.3 - 1028.0 (641)"
29087,"""Holt, (MO)""",407.7,"378.1 - 427.2 (645)"
29095,"""Jackson, (MO)""",436.5,"427.3 - 473.8 (643)"
29097,"""Jasper, (MO)""",552.6,"541.3 - 1028.0 (641)"
29101,"""Johnson, (MO)""",508.7,"473.9 - 541.2 (647)"
29107,"""Lafayette, (MO)""",481.3,"473.9 - 541.2 (647)"
29109,"""Lawrence, (MO)""",519.5,"473.9 - 541.2 (647)"
29119,"""McDonald, (MO)""",533.6,"473.9 - 541.2 (647)"
29145,"""Newton, (MO)""",560.4,"541.3 - 1028.0 (641)"
29147,"""Nodaway, (MO)""",423.2,"378.1 - 427.2 (645)"
29165,"""Platte, (MO)""",369.8,"93.8 - 378.0 (645)"
29177,"""Ray, (MO)""",511,"473.9 - 541.2 (647)"
29185,"""St. Clair, (MO)""",530.6,"473.9 - 541.2 (647)"
29217,"""Vernon, (MO)""",525.7,"473.9 - 541.2 (647)"
29227,"""Worth, (MO)""",453.4,"427.3 - 473.8 (643)"
31001,"""Adams, (NE)""",407.6,"378.1 - 427.2 (645)"
31003,"""Antelope, (NE)""",420.6,"378.1 - 427.2 (645)"
31005,"""Arthur, (NE)""",507.8,"473.9 - 541.2 (647)"
31007,"""Banner, (NE)""",363.1,"93.8 - 378.0 (645)"
31009,"""Blaine, (NE)""",389.5,"378.1 - 427.2 (645)"
31011,"""Boone, (NE)""",427.2,"378.1 - 427.2 (645)"
31013,"""Box Butte, (NE)""",392.2,"378.1 - 427.2 (645)"
31015,"""Boyd, (NE)""",554.1,"541.3 - 1028.0 (641)"
31017,"""Brown, (NE)""",419.7,"378.1 - 427.2 (645)"
31019,"""Buffalo, (NE)""",387.6,"378.1 - 427.2 (645)"
31021,"""Burt, (NE)""",380.6,"378.1 - 427.2 (645)"
31023,"""Butler, (NE)""",372.2,"93.8 - 378.0 (645)"
31025,"""Cass, (NE)""",355.4,"93.8 - 378.0 (645)"
31027,"""Cedar, (NE)""",389.6,"378.1 - 427.2 (645)"
31029,"""Chase, (NE)""",342.1,"93.8 - 378.0 (645)"
31031,"""Cherry, (NE)""",288.9,"93.8 - 378.0 (645)"
31033,"""Cheyenne, (NE)""",421.3,"378.1 - 427.2 (645)"
31035,"""Clay, (NE)""",430.2,"427.3 - 473.8 (643)"
31037,"""Colfax, (NE)""",371.9,"93.8 - 378.0 (645)"
31039,"""Cuming, (NE)""",360.6,"93.8 - 378.0 (645)"
31041,"""Custer, (NE)""",375.5,"93.8 - 378.0 (645)"
31043,"""Dakota, (NE)""",358.6,"93.8 - 378.0 (645)"
31045,"""Dawes, (NE)""",464.1,"427.3 - 473.8 (643)"
31047,"""Dawson, (NE)""",363.6,"93.8 - 378.0 (645)"
31049,"""Deuel, (NE)""",369.7,"93.8 - 378.0 (645)"
31051,"""Dixon, (NE)""",404.7,"378.1 - 427.2 (645)"
31053,"""Dodge, (NE)""",365.1,"93.8 - 378.0 (645)"
31055,"""Douglas, (NE)""",365.9,"93.8 - 378.0 (645)"
31057,"""Dundy, (NE)""",383.2,"378.1 - 427.2 (645)"
31059,"""Fillmore, (NE)""",409.5,"378.1 - 427.2 (645)"
31061,"""Franklin, (NE)""",412.4,"378.1 - 427.2 (645)"
31063,"""Frontier, (NE)""",369.8,"93.8 - 378.0 (645)"
31065,"""Furnas, (NE)""",393.5,"378.1 - 427.2 (645)"
31067,"""Gage, (NE)""",375.7,"93.8 - 378.0 (645)"
31069,"""Garden, (NE)""",410.6,"378.1 - 427.2 (645)"
31071,"""Garfield, (NE)""",431.1,"427.3 - 473.8 (643)"
31073,"""Gosper, (NE)""",378.8,"378.1 - 427.2 (645)"
31075,"""Grant, (NE)""",441.8,"427.3 - 473.8 (643)"
31077,"""Greeley, (NE)""",406.2,"378.1 - 427.2 (645)"
31079,"""Hall, (NE)""",396.2,"378.1 - 427.2 (645)"
31081,"""Hamilton, (NE)""",386.1,"378.1 - 427.2 (645)"
31083,"""Harlan, (NE)""",395,"378.1 - 427.2 (645)"
31085,"""Hayes, (NE)""",362.4,"93.8 - 378.0 (645)"
31087,"""Hitchcock, (NE)""",396.1,"378.1 - 427.2 (645)"
31089,"""Holt, (NE)""",447.1,"427.3 - 473.8 (643)"
31091,"""Hooker, (NE)""",477.6,"473.9 - 541.2 (647)"
31093,"""Howard, (NE)""",378.6,"378.1 - 427.2 (645)"
31095,"""Jefferson, (NE)""",436,"427.3 - 473.8 (643)"
31097,"""Johnson, (NE)""",395.9,"378.1 - 427.2 (645)"
31099,"""Kearney, (NE)""",380.4,"378.1 - 427.2 (645)"
31101,"""Keith, (NE)""",344.7,"93.8 - 378.0 (645)"
31103,"""Keya Paha, (NE)""",375.2,"93.8 - 378.0 (645)"
31105,"""Kimball, (NE)""",360.7,"93.8 - 378.0 (645)"
31107,"""Knox, (NE)""",386.7,"378.1 - 427.2 (645)"
31109,"""Lancaster, (NE)""",361.8,"93.8 - 378.0 (645)"
31111,"""Lincoln, (NE)""",360.8,"93.8 - 378.0 (645)"
31113,"""Logan, (NE)""",372.7,"93.8 - 378.0 (645)"
31115,"""Loup, (NE)""",473,"427.3 - 473.8 (643)"
31117,"""McPherson, (NE)""",353.8,"93.8 - 378.0 (645)"
31119,"""Madison, (NE)""",415.7,"378.1 - 427.2 (645)"
31121,"""Merrick, (NE)""",390.8,"378.1 - 427.2 (645)"
31123,"""Morrill, (NE)""",381.2,"378.1 - 427.2 (645)"
31125,"""Nance, (NE)""",428.4,"427.3 - 473.8 (643)"
31127,"""Nemaha, (NE)""",433.5,"427.3 - 473.8 (643)"
31129,"""Nuckolls, (NE)""",425.6,"378.1 - 427.2 (645)"
31131,"""Otoe, (NE)""",373.4,"93.8 - 378.0 (645)"
31133,"""Pawnee, (NE)""",398.1,"378.1 - 427.2 (645)"
31135,"""Perkins, (NE)""",356.6,"93.8 - 378.0 (645)"
31137,"""Phelps, (NE)""",362.1,"93.8 - 378.0 (645)"
31139,"""Pierce, (NE)""",380.6,"378.1 - 427.2 (645)"
31141,"""Platte, (NE)""",403.7,"378.1 - 427.2 (645)"
31143,"""Polk, (NE)""",403.7,"378.1 - 427.2 (645)"
31145,"""Red Willow, (NE)""",402.2,"378.1 - 427.2 (645)"
31147,"""Richardson, (NE)""",429.3,"427.3 - 473.8 (643)"
31149,"""Rock, (NE)""",598.9,"541.3 - 1028.0 (641)"
31151,"""Saline, (NE)""",428.5,"427.3 - 473.8 (643)"
31153,"""Sarpy, (NE)""",341.6,"93.8 - 378.0 (645)"
31155,"""Saunders, (NE)""",363.1,"93.8 - 378.0 (645)"
31157,"""Scotts Bluff, (NE)""",366.1,"93.8 - 378.0 (645)"
31159,"""Seward, (NE)""",403.1,"378.1 - 427.2 (645)"
31161,"""Sheridan, (NE)""",370.5,"93.8 - 378.0 (645)"
31163,"""Sherman, (NE)""",363.5,"93.8 - 378.0 (645)"
31165,"""Sioux, (NE)""",334.2,"93.8 - 378.0 (645)"
31167,"""Stanton, (NE)""",383.3,"378.1 - 427.2 (645)"
31169,"""Thayer, (NE)""",451.9,"427.3 - 473.8 (643)"
31171,"""Thomas, (NE)""",319.6,"93.8 - 378.0 (645)"
31173,"""Thurston, (NE)""",493.6,"473.9 - 541.2 (647)"
31175,"""Valley, (NE)""",410.3,"378.1 - 427.2 (645)"
31177,"""Washington, (NE)""",370.1,"93.8 - 378.0 (645)"
