"cnty_fips","display_name","Value","theme_range"
31179,"""Wayne, (NE)""",371.6,"93.8 - 378.0 (645)"
31181,"""Webster, (NE)""",418.8,"378.1 - 427.2 (645)"
31183,"""Wheeler, (NE)""",429.8,"427.3 - 473.8 (643)"
31185,"""York, (NE)""",449.7,"427.3 - 473.8 (643)"
35001,"""Bernalillo, (NM)""",380.8,"378.1 - 427.2 (645)"
35005,"""Chaves, (NM)""",563.5,"541.3 - 1028.0 (641)"
35007,"""Colfax, (NM)""",322.3,"93.8 - 378.0 (645)"
35009,"""Curry, (NM)""",457.3,"427.3 - 473.8 (643)"
35011,"""De Baca, (NM)""",473.8,"427.3 - 473.8 (643)"
35015,"""Eddy, (NM)""",491.7,"473.9 - 541.2 (647)"
35019,"""Guadalupe, (NM)""",430.2,"427.3 - 473.8 (643)"
35021,"""Harding, (NM)""",373.8,"93.8 - 378.0 (645)"
35025,"""Lea, (NM)""",547.1,"541.3 - 1028.0 (641)"
35027,"""Lincoln, (NM)""",374.6,"93.8 - 378.0 (645)"
35028,"""Los Alamos, (NM)""",298.7,"93.8 - 378.0 (645)"
35033,"""Mora, (NM)""",283.7,"93.8 - 378.0 (645)"
35035,"""Otero, (NM)""",417.3,"378.1 - 427.2 (645)"
35037,"""Quay, (NM)""",457,"427.3 - 473.8 (643)"
35039,"""Rio Arriba, (NM)""",330.5,"93.8 - 378.0 (645)"
35041,"""Roosevelt, (NM)""",467.4,"427.3 - 473.8 (643)"
35047,"""San Miguel, (NM)""",378.2,"378.1 - 427.2 (645)"
35049,"""Santa Fe, (NM)""",277.1,"93.8 - 378.0 (645)"
35055,"""Taos, (NM)""",279.1,"93.8 - 378.0 (645)"
35057,"""Torrance, (NM)""",386,"378.1 - 427.2 (645)"
35059,"""Union, (NM)""",410.2,"378.1 - 427.2 (645)"
40001,"""Adair, (OK)""",640.4,"541.3 - 1028.0 (641)"
40003,"""Alfalfa, (OK)""",511.1,"473.9 - 541.2 (647)"
40005,"""Atoka, (OK)""",668.5,"541.3 - 1028.0 (641)"
40007,"""Beaver, (OK)""",586.9,"541.3 - 1028.0 (641)"
40009,"""Beckham, (OK)""",545.9,"541.3 - 1028.0 (641)"
40011,"""Blaine, (OK)""",540.5,"473.9 - 541.2 (647)"
40013,"""Bryan, (OK)""",517.7,"473.9 - 541.2 (647)"
40015,"""Caddo, (OK)""",601.7,"541.3 - 1028.0 (641)"
40017,"""Canadian, (OK)""",450.6,"427.3 - 473.8 (643)"
40019,"""Carter, (OK)""",587.2,"541.3 - 1028.0 (641)"
40021,"""Cherokee, (OK)""",584.6,"541.3 - 1028.0 (641)"
40023,"""Choctaw, (OK)""",661.9,"541.3 - 1028.0 (641)"
40025,"""Cimarron, (OK)""",528.1,"473.9 - 541.2 (647)"
40027,"""Cleveland, (OK)""",428.8,"427.3 - 473.8 (643)"
40029,"""Coal, (OK)""",716,"541.3 - 1028.0 (641)"
40031,"""Comanche, (OK)""",520.1,"473.9 - 541.2 (647)"
40033,"""Cotton, (OK)""",523.2,"473.9 - 541.2 (647)"
40035,"""Craig, (OK)""",680.8,"541.3 - 1028.0 (641)"
40037,"""Creek, (OK)""",573.7,"541.3 - 1028.0 (641)"
40039,"""Custer, (OK)""",594.3,"541.3 - 1028.0 (641)"
40041,"""Delaware, (OK)""",526.8,"473.9 - 541.2 (647)"
40043,"""Dewey, (OK)""",584.9,"541.3 - 1028.0 (641)"
40045,"""Ellis, (OK)""",578.2,"541.3 - 1028.0 (641)"
40047,"""Garfield, (OK)""",516.7,"473.9 - 541.2 (647)"
40049,"""Garvin, (OK)""",583.5,"541.3 - 1028.0 (641)"
40051,"""Grady, (OK)""",546.9,"541.3 - 1028.0 (641)"
40053,"""Grant, (OK)""",527.8,"473.9 - 541.2 (647)"
40055,"""Greer, (OK)""",522.8,"473.9 - 541.2 (647)"
40057,"""Harmon, (OK)""",510.1,"473.9 - 541.2 (647)"
40059,"""Harper, (OK)""",537.8,"473.9 - 541.2 (647)"
40061,"""Haskell, (OK)""",698.5,"541.3 - 1028.0 (641)"
40063,"""Hughes, (OK)""",749.8,"541.3 - 1028.0 (641)"
40065,"""Jackson, (OK)""",503.9,"473.9 - 541.2 (647)"
40067,"""Jefferson, (OK)""",644.6,"541.3 - 1028.0 (641)"
40069,"""Johnston, (OK)""",530.6,"473.9 - 541.2 (647)"
40071,"""Kay, (OK)""",564.9,"541.3 - 1028.0 (641)"
40073,"""Kingfisher, (OK)""",493.6,"473.9 - 541.2 (647)"
40075,"""Kiowa, (OK)""",582.8,"541.3 - 1028.0 (641)"
40077,"""Latimer, (OK)""",662.4,"541.3 - 1028.0 (641)"
40079,"""Le Flore, (OK)""",659,"541.3 - 1028.0 (641)"
40081,"""Lincoln, (OK)""",550.9,"541.3 - 1028.0 (641)"
40083,"""Logan, (OK)""",455.3,"427.3 - 473.8 (643)"
40085,"""Love, (OK)""",448,"427.3 - 473.8 (643)"
40087,"""McClain, (OK)""",552.7,"541.3 - 1028.0 (641)"
40089,"""McCurtain, (OK)""",659.8,"541.3 - 1028.0 (641)"
40091,"""McIntosh, (OK)""",720.1,"541.3 - 1028.0 (641)"
40093,"""Major, (OK)""",525.3,"473.9 - 541.2 (647)"
40095,"""Marshall, (OK)""",463.6,"427.3 - 473.8 (643)"
40097,"""Mayes, (OK)""",594.3,"541.3 - 1028.0 (641)"
40099,"""Murray, (OK)""",588.4,"541.3 - 1028.0 (641)"
40101,"""Muskogee, (OK)""",793.8,"541.3 - 1028.0 (641)"
40103,"""Noble, (OK)""",542.8,"541.3 - 1028.0 (641)"
40105,"""Nowata, (OK)""",581,"541.3 - 1028.0 (641)"
40107,"""Okfuskee, (OK)""",662,"541.3 - 1028.0 (641)"
40109,"""Oklahoma, (OK)""",522,"473.9 - 541.2 (647)"
40111,"""Okmulgee, (OK)""",683.2,"541.3 - 1028.0 (641)"
40113,"""Osage, (OK)""",501.8,"473.9 - 541.2 (647)"
40115,"""Ottawa, (OK)""",720.4,"541.3 - 1028.0 (641)"
40117,"""Pawnee, (OK)""",591.1,"541.3 - 1028.0 (641)"
40119,"""Payne, (OK)""",489.8,"473.9 - 541.2 (647)"
40121,"""Pittsburg, (OK)""",679.5,"541.3 - 1028.0 (641)"
40123,"""Pontotoc, (OK)""",600.3,"541.3 - 1028.0 (641)"
40125,"""Pottawatomie, (OK)""",664.4,"541.3 - 1028.0 (641)"
40127,"""Pushmataha, (OK)""",669.4,"541.3 - 1028.0 (641)"
40129,"""Roger Mills, (OK)""",527.8,"473.9 - 541.2 (647)"
40131,"""Rogers, (OK)""",570,"541.3 - 1028.0 (641)"
40133,"""Seminole, (OK)""",729,"541.3 - 1028.0 (641)"
40135,"""Sequoyah, (OK)""",652.4,"541.3 - 1028.0 (641)"
40137,"""Stephens, (OK)""",594.5,"541.3 - 1028.0 (641)"
40139,"""Texas, (OK)""",660.3,"541.3 - 1028.0 (641)"
40141,"""Tillman, (OK)""",516.3,"473.9 - 541.2 (647)"
40143,"""Tulsa, (OK)""",577.3,"541.3 - 1028.0 (641)"
40145,"""Wagoner, (OK)""",504,"473.9 - 541.2 (647)"
40147,"""Washington, (OK)""",594.3,"541.3 - 1028.0 (641)"
40149,"""Washita, (OK)""",598.5,"541.3 - 1028.0 (641)"
40151,"""Woods, (OK)""",518.2,"473.9 - 541.2 (647)"
40153,"""Woodward, (OK)""",555.1,"541.3 - 1028.0 (641)"
46003,"""Aurora, (SD)""",428.5,"427.3 - 473.8 (643)"
46005,"""Beadle, (SD)""",395,"378.1 - 427.2 (645)"
46007,"""Bennett, (SD)""",533.5,"473.9 - 541.2 (647)"
46009,"""Bon Homme, (SD)""",398.6,"378.1 - 427.2 (645)"
46011,"""Brookings, (SD)""",406,"378.1 - 427.2 (645)"
46015,"""Brule, (SD)""",460.6,"427.3 - 473.8 (643)"
46017,"""Buffalo, (SD)""",478.2,"473.9 - 541.2 (647)"
46023,"""Charles Mix, (SD)""",435.2,"427.3 - 473.8 (643)"
46027,"""Clay, (SD)""",470,"427.3 - 473.8 (643)"
46033,"""Custer, (SD)""",373.2,"93.8 - 378.0 (645)"
46035,"""Davison, (SD)""",426.8,"378.1 - 427.2 (645)"
46043,"""Douglas, (SD)""",420.5,"378.1 - 427.2 (645)"
46047,"""Fall River, (SD)""",521.7,"473.9 - 541.2 (647)"
46053,"""Gregory, (SD)""",474.5,"473.9 - 541.2 (647)"
46055,"""Haakon, (SD)""",371.2,"93.8 - 378.0 (645)"
46059,"""Hand, (SD)""",429.8,"427.3 - 473.8 (643)"
46061,"""Hanson, (SD)""",457.6,"427.3 - 473.8 (643)"
46065,"""Hughes, (SD)""",393.5,"378.1 - 427.2 (645)"
46067,"""Hutchinson, (SD)""",433.7,"427.3 - 473.8 (643)"
46069,"""Hyde, (SD)""",424,"378.1 - 427.2 (645)"
46071,"""Jackson, (SD)""",525,"473.9 - 541.2 (647)"
46073,"""Jerauld, (SD)""",405.2,"378.1 - 427.2 (645)"
46075,"""Jones, (SD)""",389.5,"378.1 - 427.2 (645)"
46077,"""Kingsbury, (SD)""",382.3,"378.1 - 427.2 (645)"
46079,"""Lake, (SD)""",413.6,"378.1 - 427.2 (645)"
46081,"""Lawrence, (SD)""",374.5,"93.8 - 378.0 (645)"
46083,"""Lincoln, (SD)""",288.5,"93.8 - 378.0 (645)"
46085,"""Lyman, (SD)""",436.1,"427.3 - 473.8 (643)"
46087,"""McCook, (SD)""",419.5,"378.1 - 427.2 (645)"
46093,"""Meade, (SD)""",367.7,"93.8 - 378.0 (645)"
46095,"""Mellette, (SD)""",517.6,"473.9 - 541.2 (647)"
46097,"""Miner, (SD)""",403.8,"378.1 - 427.2 (645)"
46099,"""Minnehaha, (SD)""",408.9,"378.1 - 427.2 (645)"
46101,"""Moody, (SD)""",410.8,"378.1 - 427.2 (645)"
46103,"""Pennington, (SD)""",383.4,"378.1 - 427.2 (645)"
46111,"""Sanborn, (SD)""",404,"378.1 - 427.2 (645)"
46102,"""Oglala Lakota, (SD)""",119,"93.8 - 378.0 (645)"
46117,"""Stanley, (SD)""",320.5,"93.8 - 378.0 (645)"
46121,"""Todd, (SD)""",521.1,"473.9 - 541.2 (647)"
46123,"""Tripp, (SD)""",451.4,"427.3 - 473.8 (643)"
46125,"""Turner, (SD)""",448.8,"427.3 - 473.8 (643)"
46127,"""Union, (SD)""",320,"93.8 - 378.0 (645)"
46135,"""Yankton, (SD)""",407.1,"378.1 - 427.2 (645)"
48003,"""Andrews, (TX)""",535.8,"473.9 - 541.2 (647)"
48009,"""Archer, (TX)""",477.4,"473.9 - 541.2 (647)"
48011,"""Armstrong, (TX)""",526.6,"473.9 - 541.2 (647)"
48017,"""Bailey, (TX)""",454.1,"427.3 - 473.8 (643)"
48023,"""Baylor, (TX)""",524.6,"473.9 - 541.2 (647)"
48033,"""Borden, (TX)""",466.2,"427.3 - 473.8 (643)"
48037,"""Bowie, (TX)""",626.8,"541.3 - 1028.0 (641)"
48045,"""Briscoe, (TX)""",439.3,"427.3 - 473.8 (643)"
48059,"""Callahan, (TX)""",522.8,"473.9 - 541.2 (647)"
48063,"""Camp, (TX)""",543.4,"541.3 - 1028.0 (641)"
48065,"""Carson, (TX)""",500.5,"473.9 - 541.2 (647)"
48067,"""Cass, (TX)""",606.8,"541.3 - 1028.0 (641)"
48069,"""Castro, (TX)""",465,"427.3 - 473.8 (643)"
48075,"""Childress, (TX)""",524.8,"473.9 - 541.2 (647)"
48077,"""Clay, (TX)""",478.8,"473.9 - 541.2 (647)"
48079,"""Cochran, (TX)""",460.2,"427.3 - 473.8 (643)"
48085,"""Collin, (TX)""",325.4,"93.8 - 378.0 (645)"
48087,"""Collingsworth, (TX)""",556.6,"541.3 - 1028.0 (641)"
48097,"""Cooke, (TX)""",441.7,"427.3 - 473.8 (643)"
48101,"""Cottle, (TX)""",455.4,"427.3 - 473.8 (643)"
48107,"""Crosby, (TX)""",519.9,"473.9 - 541.2 (647)"
48111,"""Dallam, (TX)""",462.2,"427.3 - 473.8 (643)"
48113,"""Dallas, (TX)""",440.1,"427.3 - 473.8 (643)"
48115,"""Dawson, (TX)""",459.1,"427.3 - 473.8 (643)"
48117,"""Deaf Smith, (TX)""",452.9,"427.3 - 473.8 (643)"
48119,"""Delta, (TX)""",587.9,"541.3 - 1028.0 (641)"
48121,"""Denton, (TX)""",335.6,"93.8 - 378.0 (645)"
48125,"""Dickens, (TX)""",484.3,"473.9 - 541.2 (647)"
48129,"""Donley, (TX)""",543.7,"541.3 - 1028.0 (641)"
48133,"""Eastland, (TX)""",514.8,"473.9 - 541.2 (647)"
48139,"""Ellis, (TX)""",468,"427.3 - 473.8 (643)"
48143,"""Erath, (TX)""",490,"473.9 - 541.2 (647)"
48147,"""Fannin, (TX)""",629,"541.3 - 1028.0 (641)"
48151,"""Fisher, (TX)""",506,"473.9 - 541.2 (647)"
48153,"""Floyd, (TX)""",499.8,"473.9 - 541.2 (647)"
48155,"""Foard, (TX)""",502.3,"473.9 - 541.2 (647)"
48159,"""Franklin, (TX)""",553.7,"541.3 - 1028.0 (641)"
48165,"""Gaines, (TX)""",454.4,"427.3 - 473.8 (643)"
48169,"""Garza, (TX)""",499,"473.9 - 541.2 (647)"
48179,"""Gray, (TX)""",562.5,"541.3 - 1028.0 (641)"
48181,"""Grayson, (TX)""",477.7,"473.9 - 541.2 (647)"
48183,"""Gregg, (TX)""",546.5,"541.3 - 1028.0 (641)"
48189,"""Hale, (TX)""",522.7,"473.9 - 541.2 (647)"
48191,"""Hall, (TX)""",512.2,"473.9 - 541.2 (647)"
48195,"""Hansford, (TX)""",507.1,"473.9 - 541.2 (647)"
48197,"""Hardeman, (TX)""",503.4,"473.9 - 541.2 (647)"
48203,"""Harrison, (TX)""",513.2,"473.9 - 541.2 (647)"
48205,"""Hartley, (TX)""",495.1,"473.9 - 541.2 (647)"
48207,"""Haskell, (TX)""",494.4,"473.9 - 541.2 (647)"
48211,"""Hemphill, (TX)""",551.7,"541.3 - 1028.0 (641)"
48213,"""Henderson, (TX)""",614.6,"541.3 - 1028.0 (641)"
48219,"""Hockley, (TX)""",455.7,"427.3 - 473.8 (643)"
48221,"""Hood, (TX)""",400.3,"378.1 - 427.2 (645)"
48223,"""Hopkins, (TX)""",573.6,"541.3 - 1028.0 (641)"
48227,"""Howard, (TX)""",710.7,"541.3 - 1028.0 (641)"
48231,"""Hunt, (TX)""",560.6,"541.3 - 1028.0 (641)"
48233,"""Hutchinson, (TX)""",656.7,"541.3 - 1028.0 (641)"
48237,"""Jack, (TX)""",589.3,"541.3 - 1028.0 (641)"
48251,"""Johnson, (TX)""",500,"473.9 - 541.2 (647)"
48253,"""Jones, (TX)""",521.5,"473.9 - 541.2 (647)"
48257,"""Kaufman, (TX)""",557.3,"541.3 - 1028.0 (641)"
48263,"""Kent, (TX)""",473.4,"427.3 - 473.8 (643)"
48269,"""King, (TX)""",473.1,"427.3 - 473.8 (643)"
48275,"""Knox, (TX)""",493.4,"473.9 - 541.2 (647)"
48277,"""Lamar, (TX)""",595.3,"541.3 - 1028.0 (641)"
48279,"""Lamb, (TX)""",502.4,"473.9 - 541.2 (647)"
48295,"""Lipscomb, (TX)""",574.1,"541.3 - 1028.0 (641)"
48303,"""Lubbock, (TX)""",506.7,"473.9 - 541.2 (647)"
48305,"""Lynn, (TX)""",487.5,"473.9 - 541.2 (647)"
48315,"""Marion, (TX)""",530.2,"473.9 - 541.2 (647)"
48317,"""Martin, (TX)""",463.6,"427.3 - 473.8 (643)"
48335,"""Mitchell, (TX)""",553.5,"541.3 - 1028.0 (641)"
48337,"""Montague, (TX)""",565.5,"541.3 - 1028.0 (641)"
48341,"""Moore, (TX)""",525.3,"473.9 - 541.2 (647)"
48343,"""Morris, (TX)""",597,"541.3 - 1028.0 (641)"
48345,"""Motley, (TX)""",447.2,"427.3 - 473.8 (643)"
48353,"""Nolan, (TX)""",517.2,"473.9 - 541.2 (647)"
48357,"""Ochiltree, (TX)""",684.4,"541.3 - 1028.0 (641)"
48359,"""Oldham, (TX)""",438.4,"427.3 - 473.8 (643)"
48363,"""Palo Pinto, (TX)""",594.5,"541.3 - 1028.0 (641)"
48365,"""Panola, (TX)""",495.7,"473.9 - 541.2 (647)"
48367,"""Parker, (TX)""",433.7,"427.3 - 473.8 (643)"
48369,"""Parmer, (TX)""",458.7,"427.3 - 473.8 (643)"
48375,"""Potter, (TX)""",608,"541.3 - 1028.0 (641)"
48379,"""Rains, (TX)""",574,"541.3 - 1028.0 (641)"
48381,"""Randall, (TX)""",449.7,"427.3 - 473.8 (643)"
48387,"""Red River, (TX)""",610.5,"541.3 - 1028.0 (641)"
48393,"""Roberts, (TX)""",587.4,"541.3 - 1028.0 (641)"
48397,"""Rockwall, (TX)""",432.6,"427.3 - 473.8 (643)"
48401,"""Rusk, (TX)""",534.2,"473.9 - 541.2 (647)"
48415,"""Scurry, (TX)""",438.9,"427.3 - 473.8 (643)"
48417,"""Shackelford, (TX)""",490.3,"473.9 - 541.2 (647)"
48421,"""Sherman, (TX)""",532.9,"473.9 - 541.2 (647)"
48423,"""Smith, (TX)""",544.6,"541.3 - 1028.0 (641)"
48425,"""Somervell, (TX)""",412.7,"378.1 - 427.2 (645)"
48429,"""Stephens, (TX)""",544.5,"541.3 - 1028.0 (641)"
48433,"""Stonewall, (TX)""",466.6,"427.3 - 473.8 (643)"
48437,"""Swisher, (TX)""",466.5,"427.3 - 473.8 (643)"
48439,"""Tarrant, (TX)""",428.1,"427.3 - 473.8 (643)"
48441,"""Taylor, (TX)""",526.4,"473.9 - 541.2 (647)"
48445,"""Terry, (TX)""",595.7,"541.3 - 1028.0 (641)"
48447,"""Throckmorton, (TX)""",516.4,"473.9 - 541.2 (647)"
48449,"""Titus, (TX)""",540.9,"473.9 - 541.2 (647)"
48459,"""Upshur, (TX)""",544.7,"541.3 - 1028.0 (641)"
48467,"""Van Zandt, (TX)""",541.2,"473.9 - 541.2 (647)"
48483,"""Wheeler, (TX)""",543.5,"541.3 - 1028.0 (641)"
48485,"""Wichita, (TX)""",503.8,"473.9 - 541.2 (647)"
48487,"""Wilbarger, (TX)""",504,"473.9 - 541.2 (647)"
48497,"""Wise, (TX)""",515.3,"473.9 - 541.2 (647)"
48499,"""Wood, (TX)""",540.4,"473.9 - 541.2 (647)"
48501,"""Yoakum, (TX)""",443,"427.3 - 473.8 (643)"
48503,"""Young, (TX)""",612.5,"541.3 - 1028.0 (641)"
56001,"""Albany, (WY)""",345.6,"93.8 - 378.0 (645)"
56005,"""Campbell, (WY)""",404.3,"378.1 - 427.2 (645)"
56009,"""Converse, (WY)""",393.9,"378.1 - 427.2 (645)"
56011,"""Crook, (WY)""",390.4,"378.1 - 427.2 (645)"
56015,"""Goshen, (WY)""",354.3,"93.8 - 378.0 (645)"
56019,"""Johnson, (WY)""",408.8,"378.1 - 427.2 (645)"
56021,"""Laramie, (WY)""",349,"93.8 - 378.0 (645)"
56027,"""Niobrara, (WY)""",363.4,"93.8 - 378.0 (645)"
56031,"""Platte, (WY)""",357.9,"93.8 - 378.0 (645)"
56045,"""Weston, (WY)""",383,"378.1 - 427.2 (645)"
16003,"""Adams, (ID)""",323.3,"93.8 - 378.0 (645)"
16009,"""Benewah, (ID)""",420.8,"378.1 - 427.2 (645)"
16017,"""Bonner, (ID)""",373.4,"93.8 - 378.0 (645)"
16021,"""Boundary, (ID)""",389.9,"378.1 - 427.2 (645)"
16035,"""Clearwater, (ID)""",378.1,"378.1 - 427.2 (645)"
16049,"""Idaho, (ID)""",332.6,"93.8 - 378.0 (645)"
16055,"""Kootenai, (ID)""",401.9,"378.1 - 427.2 (645)"
16057,"""Latah, (ID)""",371.5,"93.8 - 378.0 (645)"
16059,"""Lemhi, (ID)""",314.9,"93.8 - 378.0 (645)"
16061,"""Lewis, (ID)""",368.2,"93.8 - 378.0 (645)"
16069,"""Nez Perce, (ID)""",423.3,"378.1 - 427.2 (645)"
16079,"""Shoshone, (ID)""",459.9,"427.3 - 473.8 (643)"
16085,"""Valley, (ID)""",239.2,"93.8 - 378.0 (645)"
27005,"""Becker, (MN)""",329.6,"93.8 - 378.0 (645)"
27007,"""Beltrami, (MN)""",356.2,"93.8 - 378.0 (645)"
27009,"""Benton, (MN)""",347.7,"93.8 - 378.0 (645)"
27011,"""Big Stone, (MN)""",396.7,"378.1 - 427.2 (645)"
27019,"""Carver, (MN)""",278.3,"93.8 - 378.0 (645)"
27021,"""Cass, (MN)""",323.8,"93.8 - 378.0 (645)"
27023,"""Chippewa, (MN)""",368.7,"93.8 - 378.0 (645)"
27027,"""Clay, (MN)""",336.1,"93.8 - 378.0 (645)"
27029,"""Clearwater, (MN)""",347.7,"93.8 - 378.0 (645)"
27035,"""Crow Wing, (MN)""",315.2,"93.8 - 378.0 (645)"
27041,"""Douglas, (MN)""",337.8,"93.8 - 378.0 (645)"
27051,"""Grant, (MN)""",372.8,"93.8 - 378.0 (645)"
27057,"""Hubbard, (MN)""",298.9,"93.8 - 378.0 (645)"
27061,"""Itasca, (MN)""",355.6,"93.8 - 378.0 (645)"
27067,"""Kandiyohi, (MN)""",298.6,"93.8 - 378.0 (645)"
27069,"""Kittson, (MN)""",365.2,"93.8 - 378.0 (645)"
27071,"""Koochiching, (MN)""",360.4,"93.8 - 378.0 (645)"
27073,"""Lac qui Parle, (MN)""",395.5,"378.1 - 427.2 (645)"
27077,"""Lake of the Woods, (MN)""",367.7,"93.8 - 378.0 (645)"
27085,"""McLeod, (MN)""",348.6,"93.8 - 378.0 (645)"
27087,"""Mahnomen, (MN)""",379,"378.1 - 427.2 (645)"
27089,"""Marshall, (MN)""",381.6,"378.1 - 427.2 (645)"
27093,"""Meeker, (MN)""",331.6,"93.8 - 378.0 (645)"
27097,"""Morrison, (MN)""",298.5,"93.8 - 378.0 (645)"
27107,"""Norman, (MN)""",349.3,"93.8 - 378.0 (645)"
27111,"""Otter Tail, (MN)""",370.9,"93.8 - 378.0 (645)"
27113,"""Pennington, (MN)""",366.1,"93.8 - 378.0 (645)"
27119,"""Polk, (MN)""",383.2,"378.1 - 427.2 (645)"
27121,"""Pope, (MN)""",344.6,"93.8 - 378.0 (645)"
27125,"""Red Lake, (MN)""",375,"93.8 - 378.0 (645)"
27129,"""Renville, (MN)""",338.2,"93.8 - 378.0 (645)"
27135,"""Roseau, (MN)""",372.1,"93.8 - 378.0 (645)"
27141,"""Sherburne, (MN)""",296.7,"93.8 - 378.0 (645)"
27145,"""Stearns, (MN)""",279.3,"93.8 - 378.0 (645)"
27149,"""Stevens, (MN)""",366.9,"93.8 - 378.0 (645)"
27151,"""Swift, (MN)""",358,"93.8 - 378.0 (645)"
27153,"""Todd, (MN)""",309.5,"93.8 - 378.0 (645)"
27155,"""Traverse, (MN)""",405.4,"378.1 - 427.2 (645)"
27159,"""Wadena, (MN)""",416.4,"378.1 - 427.2 (645)"
27167,"""Wilkin, (MN)""",368.1,"93.8 - 378.0 (645)"
27171,"""Wright, (MN)""",306.1,"93.8 - 378.0 (645)"
27173,"""Yellow Medicine, (MN)""",350.4,"93.8 - 378.0 (645)"
30001,"""Beaverhead, (MT)""",357.7,"93.8 - 378.0 (645)"
30003,"""Big Horn, (MT)""",444.9,"427.3 - 473.8 (643)"
30005,"""Blaine, (MT)""",457.9,"427.3 - 473.8 (643)"
30007,"""Broadwater, (MT)""",349.8,"93.8 - 378.0 (645)"
30009,"""Carbon, (MT)""",332.4,"93.8 - 378.0 (645)"
30011,"""Carter, (MT)""",389.6,"378.1 - 427.2 (645)"
30013,"""Cascade, (MT)""",384,"378.1 - 427.2 (645)"
30015,"""Chouteau, (MT)""",419,"378.1 - 427.2 (645)"
30017,"""Custer, (MT)""",387.9,"378.1 - 427.2 (645)"
30019,"""Daniels, (MT)""",451.7,"427.3 - 473.8 (643)"
30021,"""Dawson, (MT)""",384.9,"378.1 - 427.2 (645)"
30023,"""Deer Lodge, (MT)""",454.4,"427.3 - 473.8 (643)"
30025,"""Fallon, (MT)""",366.2,"93.8 - 378.0 (645)"
30027,"""Fergus, (MT)""",462.2,"427.3 - 473.8 (643)"
30029,"""Flathead, (MT)""",384.4,"378.1 - 427.2 (645)"
30031,"""Gallatin, (MT)""",332.6,"93.8 - 378.0 (645)"
30033,"""Garfield, (MT)""",398,"378.1 - 427.2 (645)"
30035,"""Glacier, (MT)""",488.3,"473.9 - 541.2 (647)"
30037,"""Golden Valley, (MT)""",433.8,"427.3 - 473.8 (643)"
30039,"""Granite, (MT)""",372.1,"93.8 - 378.0 (645)"
30041,"""Hill, (MT)""",458.8,"427.3 - 473.8 (643)"
30043,"""Jefferson, (MT)""",369.2,"93.8 - 378.0 (645)"
30045,"""Judith Basin, (MT)""",400.8,"378.1 - 427.2 (645)"
30047,"""Lake, (MT)""",388.5,"378.1 - 427.2 (645)"
30049,"""Lewis and Clark, (MT)""",362.6,"93.8 - 378.0 (645)"
30051,"""Liberty, (MT)""",399.7,"378.1 - 427.2 (645)"
30053,"""Lincoln, (MT)""",386.5,"378.1 - 427.2 (645)"
30055,"""McCone, (MT)""",444.1,"427.3 - 473.8 (643)"
30057,"""Madison, (MT)""",312.7,"93.8 - 378.0 (645)"
30059,"""Meagher, (MT)""",357.4,"93.8 - 378.0 (645)"
30061,"""Mineral, (MT)""",403.5,"378.1 - 427.2 (645)"
30063,"""Missoula, (MT)""",385.2,"378.1 - 427.2 (645)"
30065,"""Musselshell, (MT)""",439.6,"427.3 - 473.8 (643)"
30067,"""Park, (MT)""",332.7,"93.8 - 378.0 (645)"
30069,"""Petroleum, (MT)""",444.3,"427.3 - 473.8 (643)"
30071,"""Phillips, (MT)""",453.9,"427.3 - 473.8 (643)"
30073,"""Pondera, (MT)""",393.3,"378.1 - 427.2 (645)"
30075,"""Powder River, (MT)""",406.3,"378.1 - 427.2 (645)"
30077,"""Powell, (MT)""",399.1,"378.1 - 427.2 (645)"
30079,"""Prairie, (MT)""",370.4,"93.8 - 378.0 (645)"
30081,"""Ravalli, (MT)""",357.3,"93.8 - 378.0 (645)"
30083,"""Richland, (MT)""",395,"378.1 - 427.2 (645)"
30085,"""Roosevelt, (MT)""",584.8,"541.3 - 1028.0 (641)"
30087,"""Rosebud, (MT)""",431.8,"427.3 - 473.8 (643)"
30089,"""Sanders, (MT)""",399.3,"378.1 - 427.2 (645)"
30091,"""Sheridan, (MT)""",361.8,"93.8 - 378.0 (645)"
30093,"""Silver Bow, (MT)""",521.4,"473.9 - 541.2 (647)"
30095,"""Stillwater, (MT)""",386.5,"378.1 - 427.2 (645)"
30097,"""Sweet Grass, (MT)""",341.3,"93.8 - 378.0 (645)"
30099,"""Teton, (MT)""",379.1,"378.1 - 427.2 (645)"
30101,"""Toole, (MT)""",461.9,"427.3 - 473.8 (643)"
30103,"""Treasure, (MT)""",436.6,"427.3 - 473.8 (643)"
30105,"""Valley, (MT)""",469.7,"427.3 - 473.8 (643)"
30107,"""Wheatland, (MT)""",469.4,"427.3 - 473.8 (643)"
30109,"""Wibaux, (MT)""",396.9,"378.1 - 427.2 (645)"
30111,"""Yellowstone, (MT)""",433.2,"427.3 - 473.8 (643)"
38001,"""Adams, (ND)""",374.9,"93.8 - 378.0 (645)"
38003,"""Barnes, (ND)""",350.4,"93.8 - 378.0 (645)"
38005,"""Benson, (ND)""",432.1,"427.3 - 473.8 (643)"
38007,"""Billings, (ND)""",364.6,"93.8 - 378.0 (645)"
38009,"""Bottineau, (ND)""",463,"427.3 - 473.8 (643)"
38011,"""Bowman, (ND)""",369.7,"93.8 - 378.0 (645)"
38013,"""Burke, (ND)""",355.1,"93.8 - 378.0 (645)"
38015,"""Burleigh, (ND)""",343.2,"93.8 - 378.0 (645)"
